neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,latitude,longitude
Unknown,Unincorporated Areas,Entire home/apt,204,5,10,36.06051,-115.22653
Manhattan,Harlem,Private room,79,30,7,40.80292,-73.95503
Unknown,Dorchester,Entire home/apt,129,2,128,42.31686,-71.05746
Unknown,Marigny,Entire home/apt,1350,3,11,29.96705,-90.05108
Unknown,78758,Private room,39,1,0,30.390417104953457,-97.68489815675012
Unknown,"Capitol Hill, Lincoln Park",Entire home/apt,108,30,2,38.8828,-76.99965
Bronx,Pelham Gardens,Private room,55,2,0,40.86787,-73.84591
Unknown,District 17,Entire home/apt,137,30,11,36.13473,-86.78797
Unknown,The Port,Entire home/apt,176,32,1,42.36380330000001,-71.0997926
Brooklyn,Bedford-Stuyvesant,Private room,40,30,0,40.68207,-73.9293
Unknown,Bridlemile,Entire home/apt,100,31,1,45.48734839999999,-122.7278616
Unknown,Unincorporated Areas,Entire home/apt,267,2,0,36.12241,-115.18392
City of Los Angeles,West Adams,Entire home/apt,97,30,29,34.03086,-118.35577
Unknown,78753,Entire home/apt,221,2,4,30.34665,-97.69592
Unknown,Marigny,Entire home/apt,185,30,43,29.96855,-90.0582
Brooklyn,Greenpoint,Entire home/apt,350,5,3,40.73109,-73.96024
Manhattan,Upper West Side,Private room,77,2,38,40.79726,-73.9712
Unknown,Santa Clara,Entire home/apt,191,31,2,37.40236,-121.95527
Unknown,City of Santa Cruz,Entire home/apt,500,30,19,36.96453,-121.9977
Unknown,78721,Entire home/apt,152,1,0,30.269874106199392,-97.6886497357888
City of Los Angeles,Chatsworth,Entire home/apt,91,1,42,34.23788,-118.63909
Unknown,Balboa Park,Private room,77,2,27,32.71705,-117.14231
Unknown,Hollywood,Entire home/apt,139,90,72,26.00747,-80.13596
Unknown,Dorchester,Private room,93,91,0,42.31477961002015,-71.06142392560541
Other Cities,Long Beach,Entire home/apt,150,31,10,33.81883,-118.17031
Unknown,"Cleveland Park, Woodley Park, Massachusetts Avenue Heights, Woodland-Normanstone Terrace",Entire home/apt,100,2,4,38.9315,-77.07251
Unknown,Roslindale,Private room,39,29,5,42.29156,-71.12194
Brooklyn,Williamsburg,Private room,75,30,0,40.7199,-73.95662
Unknown,West University Heights,Entire home/apt,499,2,7,32.75433,-117.15056
Unknown,San Jose,Private room,52,1,11,37.32544,-121.83927
Unknown,District 7,Entire home/apt,101,1,333,36.20949,-86.72635
Unknown,Pembroke Pines,Entire home/apt,159,1,7,26.0218,-80.26806
City of Los Angeles,North Hollywood,Entire home/apt,95,90,0,34.19621,-118.39031
Unknown,"Capitol Hill, Lincoln Park",Entire home/apt,111,31,124,38.882431,-76.992867
Manhattan,Chinatown,Entire home/apt,245,7,0,40.71818,-73.99582
Unknown,San Bruno,Entire home/apt,214,1,141,37.61887,-122.41994
Cascade,Eastlake,Entire home/apt,264,3,28,47.63877,-122.32649
Unknown,Deerfield Beach,Entire home/apt,298,2,24,26.30283,-80.09847
Downtown,First Hill,Entire home/apt,90,3,316,47.61281,-122.32899
Unknown,"Deanwood, Burrville, Grant Park, Lincoln Heights, Fairmont Heights",Private room,47,31,21,38.89244,-76.92316
Unknown,District 10,Entire home/apt,120,30,2,36.29254,-86.70768
Unknown,"Capitol View, Marshall Heights, Benning Heights",Entire home/apt,252,2,18,38.88935,-76.91913
Unknown,Mission Bay,Entire home/apt,100,1,1,32.79244,-117.23787
Other Cities,Redondo Beach,Private room,100,1,36,33.83905,-118.38825
Unknown,District 17,Entire home/apt,388,1,2,36.14202,-86.76187
City of Los Angeles,Hollywood,Entire home/apt,119,30,65,34.10021,-118.3176
Manhattan,Upper West Side,Private room,50,30,0,40.7899,-73.97624
Other neighborhoods,Wallingford,Entire home/apt,125,4,128,47.67155,-122.32694
Unknown,Balboa Park,Entire home/apt,75,14,326,32.71941,-117.129
Unknown,City of Capitola,Private room,471,1,0,36.97257,-121.95412
City of Los Angeles,Mid-City,Entire home/apt,125,30,0,34.04469,-118.35373
City of Los Angeles,Woodland Hills,Entire home/apt,357,30,11,34.16948,-118.65323
Manhattan,East Village,Private room,100,30,76,40.72988,-73.98168
Unknown,Edgewater,Entire home/apt,104,2,7,41.9823189,-87.67370919999999
Manhattan,West Village,Private room,105,1,0,40.73319404008455,-74.00119538971377
Other Cities,Long Beach,Entire home/apt,493,1,0,33.76646,-118.1874
Other Cities,Alhambra,Private room,63,7,1,34.08121,-118.10864
Unknown,Fort Lauderdale,Entire home/apt,400,1,0,26.13668,-80.10984
Unknown,Lauderdale By The Sea,Entire home/apt,433,4,64,26.19037,-80.0967
Unknown,Near North/University,Entire home/apt,95,1,29,39.98132,-83.00312
Unknown,Pompano Beach,Entire home/apt,150,1,462,26.21111,-80.11772
Queens,Jamaica,Private room,88,1,315,40.67265,-73.78085
Brooklyn,Cypress Hills,Entire home/apt,102,1,2,40.6834079,-73.88385880000001
Queens,Flushing,Entire home/apt,84,1,1,40.76252399390338,-73.79208572127968
Unknown,Unincorporated Areas,Entire home/apt,414,3,28,36.00614,-115.20984
Unknown,San Jose,Private room,69,3,0,37.30665,-121.96713
Manhattan,Harlem,Private room,100,30,0,40.82471,-73.94233
Unknown,Unincorporated Areas,Entire home/apt,315,2,228,37.43364,-122.31818
Unknown,Washington Virginia Vale,Entire home/apt,99,30,7,39.69743,-104.928
Other Cities,Glendale,Private room,68,2,96,34.158558834404296,-118.24746963428828
Unknown,Kerns,Entire home/apt,130,30,9,45.52474,-122.64557
City of Los Angeles,Westlake,Entire home/apt,130,1,0,34.05494,-118.26759
Washington,Narragansett,Entire home/apt,110,1,0,41.47822,-71.44282
Unknown,78723,Private room,35,21,6,30.30869,-97.70463
Unknown,University Park,Entire home/apt,114,31,0,39.6792138,-104.9569332
City of Los Angeles,Westwood,Private room,50,90,1,34.06289,-118.4306
Other Cities,Gardena,Entire home/apt,127,1,4,33.86727,-118.30099
Unknown,West Town,Entire home/apt,285,2,17,41.913681,-87.701302
Bronx,Concourse,Private room,65,2,152,40.83056,-73.92105
University District,University District,Private room,36,1,8,47.66492,-122.31083
Unknown,Nob Hill,Entire home/apt,550,30,2,37.79698,-122.4118
Unknown,Hallandale Beach,Entire home/apt,414,1,8,25.98705,-80.12309
Unincorporated Areas,Topanga,Entire home/apt,147,2,20,34.08078,-118.60134
Bronx,Longwood,Private room,100,3,0,40.81276,-73.90272
Unknown,Marina,Entire home/apt,214,1,23,32.71237,-117.16698
City of Los Angeles,Venice,Entire home/apt,340,30,18,33.98834,-118.46038
City of Los Angeles,Del Rey,Entire home/apt,99,30,171,33.99673,-118.41739
Queens,Kew Gardens,Private room,78,2,1,40.70509,-73.83484
Unknown,Unincorporated Areas,Entire home/apt,110,30,0,35.9942041,-115.2253883
City of Los Angeles,Hollywood,Private room,309,30,0,34.10135,-118.34901
Unknown,Eastmoor/Walnut Ridge,Entire home/apt,127,2,0,39.94394,-82.91712
City of Los Angeles,Sherman Oaks,Private room,79,30,0,34.16439,-118.455
Unknown,Park West,Private room,64,1,619,32.72632,-117.16597
Unknown,City of Las Vegas,Entire home/apt,97,29,0,36.2826,-115.2944
Unknown,Excelsior,Private room,89,30,138,37.72546,-122.4202
Other Cities,Azusa,Entire home/apt,281,2,4,34.1142,-117.88737
City of Los Angeles,Pico-Union,Entire home/apt,213,2,9,34.05259,-118.29393
Unknown,City of Henderson,Entire home/apt,86,30,24,36.10554,-114.93008
Other Cities,Baldwin Park,Private room,55,1,1,34.0829978,-117.9490183
Unknown,28715,Entire home/apt,140,1,6,35.55518,-82.65205
Unknown,Unincorporated Areas,Shared room,20,7,0,36.13539,-115.11006
Unknown,Hollywood,Entire home/apt,600,1,19,25.9870383,-80.1206413
City of Los Angeles,East Hollywood,Entire home/apt,75,30,1,34.09705,-118.28705
Unknown,City Park West,Entire home/apt,109,1,8,39.74274,-104.9686
Brooklyn,Cypress Hills,Private room,100,2,33,40.68672,-73.87607
Unknown,Goose Hollow,Entire home/apt,149,2,95,45.52095,-122.69543
Unknown,Belmont,Entire home/apt,178,30,1,37.52459,-122.28967
Unknown,Unincorporated Areas,Private room,132,3,0,36.10874,-115.28003
Unknown,Hallandale Beach,Entire home/apt,116,1,1,25.98562,-80.1218
Manhattan,Upper West Side,Entire home/apt,310,30,1,40.7893,-73.97438
Unknown,"Congress Heights, Bellevue, Washington Highlands",Entire home/apt,75,31,1,38.8317,-77.00643
Unincorporated Areas,South Whittier,Entire home/apt,116,2,38,33.94359,-118.04332
Unknown,District 21,Entire home/apt,262,1,74,36.15621,-86.81907
Unknown,Santa Clara,Private room,49,1,38,37.33088,-121.9849
Unknown,Downtown,Entire home/apt,204,31,1,37.8064722,-122.2695026
Unknown,Normal Heights,Entire home/apt,91,2,72,32.75934,-117.11632
Unknown,Fort Lauderdale,Entire home/apt,248,1,35,26.14524,-80.12659
Unknown,Pembroke Pines,Entire home/apt,143,1,109,26.0123,-80.32542
Unknown,78704,Entire home/apt,183,1,126,30.24583,-97.76008
Unknown,Unincorporated Areas,Entire home/apt,110,31,0,36.10159,-115.21264
City of Los Angeles,Hollywood Hills,Entire home/apt,172,31,15,34.11603,-118.32114
Manhattan,Murray Hill,Entire home/apt,100,30,14,40.7501,-73.97737
Unknown,78702,Entire home/apt,127,1,58,30.26265761246797,-97.71846763919042
Unknown,City Heights East,Entire home/apt,96,1,7,32.74517,-117.09041
City of Los Angeles,Los Feliz,Entire home/apt,375,2,109,34.10115,-118.27781
Unknown,East Cambridge,Private room,53,30,93,42.37015,-71.08251
Brooklyn,Williamsburg,Entire home/apt,25,30,3,40.7144003,-73.9496825
Unincorporated Areas,Lake Los Angeles,Entire home/apt,264,1,2,34.61385,-117.83008
City of Los Angeles,Venice,Entire home/apt,75,350,69,33.99443,-118.47656
Unincorporated Areas,Topanga,Entire home/apt,110,1,469,34.09729,-118.61616
Unknown,Downtown,Entire home/apt,87,2,82,39.9556,-82.9978
Unknown,Back Bay,Entire home/apt,303,1,0,42.34544323297444,-71.08143179040522
Other Cities,Alhambra,Entire home/apt,174,1,59,34.07676,-118.12224
Unknown,Near West Side,Entire home/apt,147,32,1,41.8763,-87.65371999999999
Unknown,Hale,Entire home/apt,283,31,0,39.73170470000001,-104.9397593
Unknown,"Capitol Hill, Lincoln Park",Entire home/apt,322,2,379,38.88427,-77.00511
Manhattan,Midtown,Entire home/apt,179,30,2,40.74664,-73.98323
Unknown,Downtown/Civic Center,Entire home/apt,173,30,3,37.78777,-122.42075
Manhattan,Kips Bay,Private room,115,1,8,40.74327977456765,-73.98181017359816
Unknown,"West End, Foggy Bottom, GWU",Entire home/apt,130,31,18,38.90275,-77.05315
City of Los Angeles,Venice,Entire home/apt,168,30,0,33.99818,-118.45396
Unknown,Unincorporated Areas,Entire home/apt,367,2,108,36.8525,-121.80992
Unknown,Mission Bay,Entire home/apt,160,1,80,32.79323,-117.23291
Bristol,Bristol,Entire home/apt,190,3,2,41.6685729,-71.27326289999999
Unknown,Unincorporated Areas,Entire home/apt,283,2,1,36.11877,-115.16261
Unknown,78704,Entire home/apt,211,1,28,30.23766,-97.74567
Unknown,"Capitol Hill, Lincoln Park",Entire home/apt,115,31,4,38.88101,-76.99893
Providence,Providence,Entire home/apt,103,2,100,41.81643,-71.43743
Unknown,78704,Private room,55,30,10,30.255,-97.75284
Providence,Providence,Entire home/apt,85,28,6,41.81412,-71.43239
Brooklyn,Williamsburg,Private room,40,3,6,40.7052,-73.92813
Unknown,West of Twin Peaks,Entire home/apt,248,4,2,37.74491,-122.45581
Downtown,Belltown,Entire home/apt,179,2,10,47.61439,-122.34713
Unknown,South Lawndale,Entire home/apt,70,3,0,41.85080675212578,-87.70077384349628
Unknown,78748,Entire home/apt,211,2,37,30.15622,-97.81433
Unknown,Cupertino,Entire home/apt,122,31,2,37.33563,-122.03964
Other Cities,Santa Monica,Entire home/apt,753,2,0,34.02834671064198,-118.45452828058312
Unknown,78705,Private room,29,1,1,30.29411,-97.74595
Unknown,San Jose,Private room,34,2,68,37.31653,-121.88398
Unknown,Seventh Ward,Entire home/apt,108,1,6,29.97491529896389,-90.06790414452553
Unknown,South End,Entire home/apt,142,30,1,42.33845965353529,-71.07663858591165
Unknown,Northwest District,Entire home/apt,105,30,17,45.52958,-122.68894
Manhattan,Lower East Side,Entire home/apt,180,30,0,40.71933,-73.99168
Washington,South Kingstown,Entire home/apt,148,3,60,41.44281,-71.5021
Unknown,Oakland Park,Entire home/apt,175,4,10,26.17184,-80.14802
Other Cities,Beverly Hills,Entire home/apt,132,2,3,34.05815,-118.389
Unknown,Carmel Valley,Private room,44,1,75,32.91222,-117.21905
Other Cities,San Dimas,Private room,70,2,0,34.07351,-117.81578
Unknown,District 2,Entire home/apt,198,2,111,36.20269,-86.85004
Unknown,"Dupont Circle, Connecticut Avenue/K Street",Entire home/apt,70,182,1,38.91173,-77.04162
Unknown,Ocean Beach,Entire home/apt,175,2,5,32.72729,-117.25579
Brooklyn,Bedford-Stuyvesant,Entire home/apt,214,1,15,40.67745,-73.92145
Brooklyn,Flatbush,Private room,30,30,0,40.65243,-73.96356
Unknown,Pacific Grove,Private room,196,1,40,36.62256,-121.91821
Unknown,Ward D (councilmember Michael Yun),Private room,40,60,0,40.74727,-74.05104
City of Los Angeles,Sherman Oaks,Private room,79,30,0,34.16428086103604,-118.45607874558578
Unknown,Normal Heights,Private room,82,1,4,32.75567,-117.11953
Unknown,Lake Murray,Entire home/apt,318,2,6,32.79406,-117.01415
Unknown,Ward D (councilmember Michael Yun),Private room,642,1,1,40.74366,-74.05952
City of Los Angeles,Hollywood,Entire home/apt,270,30,0,34.10265,-118.32505
City of Los Angeles,Mission Hills,Private room,100,30,4,34.26278,-118.47162
City of Los Angeles,Pacific Palisades,Entire home/apt,85,30,7,34.04437,-118.54496
Downtown,Belltown,Entire home/apt,210,2,88,47.61602,-122.34712
Brooklyn,Bedford-Stuyvesant,Entire home/apt,714,1,4,40.679753,-73.93975089999999
Unknown,District 19,Entire home/apt,131,1,120,36.15488815307617,-86.7754135131836
Unknown,Hennepin,Entire home/apt,228,2,41,44.894535,-93.262451
Unknown,Central Business District,Entire home/apt,160,2,49,29.95341,-90.07581
Unknown,District 19,Entire home/apt,426,1,13,36.15418,-86.7745
Unknown,78741,Entire home/apt,249,2,0,30.240311153961013,-97.73512974366224
Unknown,Dania Beach,Entire home/apt,249,1,173,26.06146,-80.20629
Unknown,Hennepin,Private room,50,1,1,45.01786,-93.35244
Unknown,Central City,Entire home/apt,350,2,1,29.94054,-90.0801
Unknown,Fort Lauderdale,Entire home/apt,119,4,0,26.12626,-80.14462
Unknown,"Shaw, Logan Circle",Private room,140,1,11,38.90813,-77.02253
Unknown,District 24,Entire home/apt,183,1,5,36.13098,-86.83727
Brooklyn,Bedford-Stuyvesant,Private room,68,14,31,40.6829,-73.9398
City of Los Angeles,East Hollywood,Entire home/apt,150,30,6,34.08098,-118.28452
Unknown,Mission,Entire home/apt,127,30,6,37.76141,-122.42079
Manhattan,Harlem,Private room,47,1,12,40.82318069999999,-73.9520406
Queen Anne,East Queen Anne,Entire home/apt,299,30,0,47.63516,-122.34377
City of Los Angeles,Northridge,Private room,98,1,247,34.22297046285493,-118.53334546038914
City of Los Angeles,Canoga Park,Entire home/apt,247,30,0,34.19331,-118.59788
Unknown,Longfellow,Private room,88,2,22,37.83124,-122.27554
Unknown,San Jose,Private room,120,1,0,37.30718,-122.03027
Unknown,Lincoln Park,Entire home/apt,86,32,51,41.92499,-87.65573
Other neighborhoods,Wedgwood,Entire home/apt,83,1,38,47.69616,-122.29278
Newport,Little Compton,Entire home/apt,325,2,12,41.54127,-71.16922
Unincorporated Areas,Topanga,Entire home/apt,102,3,2,34.1135876,-118.5906093
Unknown,78704,Private room,40,1,4,30.23839,-97.74851
Unknown,Unincorporated Areas,Private room,449,1,4,37.37816,-121.80421
Manhattan,Lower East Side,Entire home/apt,150,30,9,40.72004,-73.9878
Unknown,Hennepin,Entire home/apt,105,2,47,44.99018,-93.4421
Brooklyn,Bushwick,Entire home/apt,82,30,0,40.69596343215873,-73.91557385624364
Unknown,Palo Alto,Entire home/apt,300,2,1,37.42937215845114,-122.15050601852415
Unknown,Ocean Beach,Entire home/apt,378,1,110,32.7505,-117.25024
Unknown,Potrero Hill,Private room,155,30,0,37.76001,-122.39056
Unknown,Read Blvd East,Entire home/apt,180,3,3,30.0208569233092,-89.9639287662813
Unknown,Central Business District,Entire home/apt,188,1,204,29.95539,-90.07143
Other Cities,Long Beach,Entire home/apt,120,31,6,33.77947,-118.12237
City of Los Angeles,Hollywood,Entire home/apt,136,3,17,34.10258,-118.34149
Unknown,La Jolla,Entire home/apt,1400,30,0,32.85242240225234,-117.2430546883606
Unknown,Palo Alto,Entire home/apt,319,3,0,37.4498127030982,-122.163055696731
Unknown,La Jolla,Entire home/apt,253,2,220,32.81345,-117.26736
Unknown,78741,Entire home/apt,139,30,0,30.22459,-97.70421
Queens,Jackson Heights,Private room,30,30,1,40.75217,-73.87844
Washington,Narragansett,Entire home/apt,358,7,1,41.430187,-71.476898
Brooklyn,Bushwick,Entire home/apt,85,30,2,40.6900707,-73.9196438
Staten Island,South Beach,Entire home/apt,125,2,12,40.59366,-74.09149
Brooklyn,Greenpoint,Entire home/apt,100,30,1,40.72421,-73.94881
Unknown,St. Claude,Entire home/apt,126,30,54,29.97054,-90.03863
City of Los Angeles,Sherman Oaks,Private room,89,30,0,34.16424,-118.45645
Providence,Cranston,Entire home/apt,175,6,1,41.78665,-71.44218
Unknown,Hallandale Beach,Entire home/apt,185,1,0,25.98582,-80.12454
Unknown,City of Las Vegas,Entire home/apt,148,7,10,36.21602,-115.27287
Unknown,Whittier,Entire home/apt,172,2,9,39.76188,-104.96664
City of Los Angeles,Downtown,Private room,138,30,0,34.05647545553093,-118.25360910596874
Unknown,78738,Entire home/apt,504,2,79,30.28721,-98.05663
Brooklyn,Williamsburg,Entire home/apt,185,2,104,40.70978,-73.96101
Unknown,Torrey Pines,Entire home/apt,255,1,0,32.933225275248496,-117.25524149023082
Unknown,28801,Entire home/apt,263,2,142,35.59229,-82.55591
Unknown,Hoover-Foster,Private room,62,3,0,37.82277,-122.27267
Unknown,Wilton Manors,Entire home/apt,230,3,21,26.15589,-80.12979
Unknown,La Jolla,Entire home/apt,345,1,43,32.83063,-117.27657
Manhattan,Washington Heights,Private room,70,4,1,40.84755,-73.93825
Unknown,Skyline-Hillcrest Estates,Entire home/apt,400,2,64,37.8001,-122.16285
Brooklyn,Bedford-Stuyvesant,Entire home/apt,129,30,7,40.68456,-73.9201
Unknown,Leonidas,Entire home/apt,84,30,0,29.96124,-90.12233
Unknown,Ramsey,Private room,52,1,34,44.93296,-93.14891
Manhattan,Hell's Kitchen,Private room,158,1,21,40.75436,-73.99391
Unknown,North Hills,Entire home/apt,110,1,1,32.75325,-117.13755
Unknown,Menlo Park,Entire home/apt,209,1,1,37.48627,-122.18354
Unincorporated Areas,Unincorporated Santa Monica Mountains,Entire home/apt,900,2,40,34.04362,-118.74357
Manhattan,Midtown,Entire home/apt,189,2,1,40.742525969481925,-73.98535617274712
Queens,East Elmhurst,Entire home/apt,240,30,0,40.76529,-73.8733
City of Los Angeles,Sherman Oaks,Private room,99,30,0,34.16303958688826,-118.45475317755232
Unknown,78704,Entire home/apt,300,1,1,30.23478,-97.78802
Unknown,Unincorporated Areas,Entire home/apt,51,1,20,37.10107,-121.92712
Unknown,Lauderdale By The Sea,Entire home/apt,195,10,21,26.19526,-80.09746
Unknown,28806,Entire home/apt,112,1,104,35.58732,-82.57113
Unknown,Unincorporated Areas,Entire home/apt,118,31,14,36.05517,-115.13495
Unknown,City of Las Vegas,Entire home/apt,500,30,4,36.15697,-115.36801
Unknown,Avondale,Entire home/apt,80,60,21,41.9365,-87.71977
Unknown,Santa Clara,Entire home/apt,125,31,2,37.33888,-121.94146
Unknown,Vernon,Entire home/apt,95,2,58,45.55987,-122.6488
Unknown,Outer Richmond,Private room,135,2,17,37.77675,-122.49912
Brooklyn,Crown Heights,Private room,90,3,8,40.66906,-73.92628
Unknown,78701,Entire home/apt,229,2,2,30.25867,-97.73768
Downtown,First Hill,Entire home/apt,132,31,0,47.6082792,-122.330229
Queens,Jamaica,Entire home/apt,225,2,64,40.66796,-73.78224
Brooklyn,Bushwick,Private room,55,30,12,40.70026,-73.9376
Unknown,Ramsey,Entire home/apt,125,2,67,44.94574,-93.08884
Unknown,Speer,Entire home/apt,156,3,75,39.721836,-104.984039
Unknown,"Shaw, Logan Circle",Entire home/apt,149,2,49,38.90718,-77.02424
